City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
622,Varfurile,RO,51.13,overcast clouds,46.32,22.52,Pensiune Alina Maria
624,Anage,BR,72.14,overcast clouds,-14.61,-41.14,Lagoa Torta Anage Bahia
626,Gasa,PS,63.0,few clouds,31.5,34.47,رابطة الفنانين الفلسطينيين
627,Huilong,CN,64.99,clear sky,31.81,121.66,Hilton Garden Inn Qidong
628,Morondava,MG,75.7,scattered clouds,-20.28,44.28,La Case Bambou
629,Virden,US,64.0,clear sky,39.5,-89.77,Virden Nail Spa
630,Crowley,US,69.8,clear sky,30.21,-92.37,"Motel 6 Crowley, LA"
632,Coatepec,MX,61.0,overcast clouds,19.45,-96.97,Hotel Posada Coatepec
635,Balanacan,PH,78.01,scattered clouds,13.53,121.87,CSM Lodge
637,Rangpur,BD,62.65,clear sky,25.75,89.25,Hotel Shah Amanat
638,Camacha,PT,60.8,scattered clouds,33.08,-16.33,Hotel Porto Santo & Spa
646,Magna,US,71.6,clear sky,40.71,-112.1,Kopper View Manufactured Home Community
647,Shizunai,JP,55.63,scattered clouds,42.33,142.37,Shizunai Eclipse Hotel
649,Flic En Flac,MU,73.4,scattered clouds,-20.27,57.36,Hilton Mauritius Resort & Spa
651,Gat,IL,63.0,few clouds,31.61,34.76,OlusHome
652,Pemangkat,ID,78.22,overcast clouds,1.17,108.97,Kost H.Syamsuddin
653,Eina,NO,53.6,clear sky,60.63,10.6,Skogstad Leirsted
654,Montepuez,MZ,69.31,scattered clouds,-13.13,39.0,RESIDÊNCIAL LANCHONETE
658,Luanda,AO,78.8,broken clouds,-8.84,13.23,EPIC SANA Luanda
659,Buin,CL,78.8,clear sky,-33.73,-70.75,Paihuen
660,Gebre Guracha,ET,50.81,clear sky,9.8,38.4,Brehan Cafe
661,Baza,ES,53.01,overcast clouds,37.49,-2.77,Pensión Ronda
663,Baraboo,US,60.8,clear sky,43.47,-89.74,Thunderbird Motor Inn
664,Grants Pass,US,73.0,overcast clouds,42.44,-123.33,La Quinta Inn & Suites by Wyndham Grants Pass
666,Salalah,OM,71.6,clear sky,17.02,54.09,HAMDAN PLAZA HOTEL
669,Saint-Leu,RE,68.0,few clouds,-21.15,55.28,La Caz Oceane
672,Nago,JP,77.0,mist,26.59,127.98,Hotel Yugaf Inn Okinawa
673,Gondar,ET,56.28,clear sky,12.6,37.47,L Shape Hotel
674,Roseau,DM,75.2,broken clouds,15.3,-61.39,Fort Young Hotel
675,Mega,ET,60.33,broken clouds,4.05,38.3,Amanuel Guest House
676,Dubbo,AU,64.4,clear sky,-32.25,148.62,Comfort Inn Blue Lagoon
677,Byron Bay,AU,71.6,scattered clouds,-28.65,153.62,Backpackers Inn on the Beach
678,Svetlyy,RU,51.8,broken clouds,54.67,20.13,"Gostinitsa-Kafe, Alena"
680,Alamogordo,US,78.8,clear sky,32.9,-105.96,Fairfield Inn & Suites by Marriott Alamogordo
681,Awbari,LY,63.18,scattered clouds,26.59,12.78,فندق أوباري
682,Calbuco,CL,51.8,few clouds,-41.77,-73.13,Hotel Colonial
684,New Ulm,US,60.8,clear sky,44.31,-94.46,Best Western Plus New Ulm
